癌症診斷年,性別,縣市別,癌症別,年齡標準化發生率  WHO 2000世界標準人口 (每10萬人口) ,癌症發生數,平均年齡,年齡中位數,粗率 (每10萬人口)
1996,不分男女,台閩地區,胸腺、心臟與中隔,0.8,168,47.2,49.5,0.78
1996,不分男女,台北市,胸腺、心臟與中隔,0.92,23,50.43,55,0.88
1996,不分男女,台中市,胸腺、心臟與中隔,0.74,15,47.13,49,0.65
1996,不分男女,台南市,胸腺、心臟與中隔,1.54,29,50,49,1.61
1996,不分男女,高雄市,胸腺、心臟與中隔,1,25,48.44,50,0.95
1996,不分男女,基隆市,胸腺、心臟與中隔,0.49,2,22.5,22.5,0.53
1996,不分男女,新竹市,胸腺、心臟與中隔,0.6,2,49.5,49.5,0.58
1996,不分男女,嘉義市,胸腺、心臟與中隔,0.38,1,14,14,0.38
1996,不分男女,新北市,胸腺、心臟與中隔,0.96,28,47.93,56,0.83
1996,不分男女,桃園市,胸腺、心臟與中隔,0.76,12,37.25,33,0.76
1996,不分男女,新竹縣,胸腺、心臟與中隔,0.72,3,55.67,61,0.72
1996,不分男女,宜蘭縣,胸腺、心臟與中隔,0.19,1,27,27,0.21
1996,不分男女,苗栗縣,胸腺、心臟與中隔,0.3,2,75.5,75.5,0.36
1996,不分男女,彰化縣,胸腺、心臟與中隔,0.36,5,37.4,31,0.39
1996,不分男女,雲林縣,胸腺、心臟與中隔,0.49,4,43.25,39.5,0.53
1996,不分男女,嘉義縣,胸腺、心臟與中隔,0.97,5,48.2,50,0.88
1996,不分男女,屏東縣,胸腺、心臟與中隔,0.67,6,47,54.5,0.66
1996,不分男女,澎湖縣,胸腺、心臟與中隔,1.52,1,2,2,1.11
1996,不分男女,花蓮縣,胸腺、心臟與中隔,0.62,2,43.5,43.5,0.56
1996,不分男女,台東縣,胸腺、心臟與中隔,0.69,2,68.5,68.5,0.79
1996,男,台閩地區,胸腺、心臟與中隔,1.01,108,48.15,53.5,0.98
1996,男,台北市,胸腺、心臟與中隔,1.27,15,50.27,55,1.15
1996,男,台中市,胸腺、心臟與中隔,0.91,9,48.33,49,0.77
1996,男,台南市,胸腺、心臟與中隔,1.87,18,47.78,48,1.95
1996,男,高雄市,胸腺、心臟與中隔,1.49,19,50.32,57,1.4
1996,男,基隆市,胸腺、心臟與中隔,0.96,2,22.5,22.5,1.04
1996,男,新竹市,胸腺、心臟與中隔,0.47,1,38,38,0.56
1996,男,嘉義市,胸腺、心臟與中隔,0.74,1,14,14,0.75
1996,男,新北市,胸腺、心臟與中隔,1.2,18,45.94,57,1.06
1996,男,桃園市,胸腺、心臟與中隔,0.56,5,57.6,67,0.62
1996,男,新竹縣,胸腺、心臟與中隔,0.92,2,61.5,61.5,0.92
1996,男,宜蘭縣,胸腺、心臟與中隔,0.36,1,27,27,0.41
1996,男,苗栗縣,胸腺、心臟與中隔,0.34,1,82,82,0.34
1996,男,彰化縣,胸腺、心臟與中隔,0.55,4,40,37,0.6
1996,男,雲林縣,胸腺、心臟與中隔,0.45,2,51,51,0.5
1996,男,嘉義縣,胸腺、心臟與中隔,1.54,4,46,49.5,1.34
1996,男,屏東縣,胸腺、心臟與中隔,0.57,3,52.67,55,0.63
1996,男,花蓮縣,胸腺、心臟與中隔,1.2,2,43.5,43.5,1.04
1996,男,台東縣,胸腺、心臟與中隔,0.74,1,60,60,0.73
1996,女,台閩地區,胸腺、心臟與中隔,0.59,60,45.48,46.5,0.57
1996,女,台北市,胸腺、心臟與中隔,0.61,8,50.75,50,0.61
1996,女,台中市,胸腺、心臟與中隔,0.59,6,45.33,45.5,0.53
1996,女,台南市,胸腺、心臟與中隔,1.18,11,53.64,57,1.26
1996,女,高雄市,胸腺、心臟與中隔,0.46,6,42.5,45,0.47
1996,女,新竹市,胸腺、心臟與中隔,0.7,1,61,61,0.59
1996,女,新北市,胸腺、心臟與中隔,0.69,10,51.5,51.5,0.61
1996,女,桃園市,胸腺、心臟與中隔,0.89,7,22.71,24,0.92
1996,女,新竹縣,胸腺、心臟與中隔,0.52,1,44,44,0.51
1996,女,苗栗縣,胸腺、心臟與中隔,0.3,1,69,69,0.38
1996,女,彰化縣,胸腺、心臟與中隔,0.15,1,27,27,0.16
1996,女,雲林縣,胸腺、心臟與中隔,0.6,2,35.5,35.5,0.56
1996,女,嘉義縣,胸腺、心臟與中隔,0.32,1,57,57,0.37
1996,女,屏東縣,胸腺、心臟與中隔,0.78,3,41.33,54,0.69
1996,女,澎湖縣,胸腺、心臟與中隔,3.19,1,2,2,2.34
1996,女,台東縣,胸腺、心臟與中隔,0.82,1,77,77,0.86
1997,不分男女,台閩地區,胸腺、心臟與中隔,0.73,155,52.88,56,0.71
1997,不分男女,台北市,胸腺、心臟與中隔,0.7,19,50.89,49,0.73
1997,不分男女,台中市,胸腺、心臟與中隔,0.77,14,58.86,63,0.6
1997,不分男女,台南市,胸腺、心臟與中隔,0.79,15,54.33,56,0.83
1997,不分男女,高雄市,胸腺、心臟與中隔,0.61,16,52.38,52,0.6
1997,不分男女,基隆市,胸腺、心臟與中隔,0.71,3,49.33,48,0.79
1997,不分男女,新竹市,胸腺、心臟與中隔,0.91,3,34.67,40,0.85
1997,不分男女,嘉義市,胸腺、心臟與中隔,0.38,1,61,61,0.38
1997,不分男女,新北市,胸腺、心臟與中隔,1.09,30,54.33,59,0.88
1997,不分男女,桃園市,胸腺、心臟與中隔,0.52,8,53.63,53.5,0.5
1997,不分男女,新竹縣,胸腺、心臟與中隔,0.6,3,47,37,0.71
1997,不分男女,宜蘭縣,胸腺、心臟與中隔,0.95,5,53.2,61,1.07
1997,不分男女,苗栗縣,胸腺、心臟與中隔,0.72,4,58.75,62.5,0.71
1997,不分男女,彰化縣,胸腺、心臟與中隔,0.62,8,53.88,53,0.62
1997,不分男女,南投縣,胸腺、心臟與中隔,0.14,1,68,68,0.18
1997,不分男女,雲林縣,胸腺、心臟與中隔,0.86,7,43.43,56,0.93
1997,不分男女,嘉義縣,胸腺、心臟與中隔,0.16,1,27,27,0.18
1997,不分男女,屏東縣,胸腺、心臟與中隔,0.88,9,41.67,41,0.98
1997,不分男女,澎湖縣,胸腺、心臟與中隔,0.83,1,63,63,1.1
1997,不分男女,花蓮縣,胸腺、心臟與中隔,0.68,3,72.67,71,0.84
1997,不分男女,台東縣,胸腺、心臟與中隔,1.47,4,63,62,1.58
1997,男,台閩地區,胸腺、心臟與中隔,0.93,103,51.78,53,0.92
1997,男,台北市,胸腺、心臟與中隔,0.85,12,54.58,50,0.93
1997,男,台中市,胸腺、心臟與中隔,0.96,9,57.11,60,0.75
1997,男,台南市,胸腺、心臟與中隔,0.86,8,45.88,47,0.86
1997,男,高雄市,胸腺、心臟與中隔,1.04,14,51.71,52,1.02
1997,男,基隆市,胸腺、心臟與中隔,0.94,2,37.5,37.5,1.02
1997,男,新竹市,胸腺、心臟與中隔,1.05,2,22.5,22.5,1.11
1997,男,嘉義市,胸腺、心臟與中隔,0.8,1,61,61,0.75
1997,男,新北市,胸腺、心臟與中隔,1.2,18,59.56,68,1.04
1997,男,桃園市,胸腺、心臟與中隔,0.56,5,51.2,46,0.6
1997,男,新竹縣,胸腺、心臟與中隔,1.09,3,47,37,1.35
1997,男,宜蘭縣,胸腺、心臟與中隔,1.45,4,50,50.5,1.65
1997,男,苗栗縣,胸腺、心臟與中隔,1.1,3,67,75,1.02
1997,男,彰化縣,胸腺、心臟與中隔,0.58,4,41.5,41.5,0.59
1997,男,雲林縣,胸腺、心臟與中隔,1.23,5,36.4,43,1.26
1997,男,嘉義縣,胸腺、心臟與中隔,0.3,1,27,27,0.33
1997,男,屏東縣,胸腺、心臟與中隔,1.14,6,39.67,42,1.25
1997,男,澎湖縣,胸腺、心臟與中隔,1.63,1,63,63,2.09
1997,男,花蓮縣,胸腺、心臟與中隔,1.11,3,72.67,71,1.57
1997,男,台東縣,胸腺、心臟與中隔,1.27,2,64,64,1.47
1997,女,台閩地區,胸腺、心臟與中隔,0.52,52,55.06,59,0.49
1997,女,台北市,胸腺、心臟與中隔,0.53,7,44.57,48,0.54
1997,女,台中市,胸腺、心臟與中隔,0.6,5,62,66,0.43
1997,女,台南市,胸腺、心臟與中隔,0.73,7,64,68,0.79
1997,女,高雄市,胸腺、心臟與中隔,0.15,2,57,57,0.15
1997,女,基隆市,胸腺、心臟與中隔,0.57,1,73,73,0.54
1997,女,新竹市,胸腺、心臟與中隔,0.68,1,59,59,0.58
1997,女,新北市,胸腺、心臟與中隔,0.89,12,46.5,53.5,0.71
1997,女,桃園市,胸腺、心臟與中隔,0.48,3,57.67,61,0.38
1997,女,宜蘭縣,胸腺、心臟與中隔,0.4,1,66,66,0.45
1997,女,苗栗縣,胸腺、心臟與中隔,0.37,1,34,34,0.38
1997,女,彰化縣,胸腺、心臟與中隔,0.6,4,66.25,65,0.64
1997,女,南投縣,胸腺、心臟與中隔,0.3,1,68,68,0.38
1997,女,雲林縣,胸腺、心臟與中隔,0.44,2,61,61,0.56
1997,女,屏東縣,胸腺、心臟與中隔,0.61,3,45.67,36,0.69
1997,女,台東縣,胸腺、心臟與中隔,1.57,2,62,62,1.72
1998,不分男女,台閩地區,胸腺、心臟與中隔,0.69,153,53.07,55,0.7
1998,不分男女,台北市,胸腺、心臟與中隔,0.62,19,54.83,58.5,0.72
1998,不分男女,台中市,胸腺、心臟與中隔,0.37,8,49,52,0.34
1998,不分男女,台南市,胸腺、心臟與中隔,0.86,16,49.06,51.5,0.88
1998,不分男女,高雄市,胸腺、心臟與中隔,0.45,12,51.42,54.5,0.45
1998,不分男女,基隆市,胸腺、心臟與中隔,0.88,3,56.33,65,0.79
1998,不分男女,新竹市,胸腺、心臟與中隔,1.21,4,49.5,47,1.12
1998,不分男女,嘉義市,胸腺、心臟與中隔,1.98,5,49,40,1.9
1998,不分男女,新北市,胸腺、心臟與中隔,0.69,22,50.68,48.5,0.64
1998,不分男女,桃園市,胸腺、心臟與中隔,0.42,6,55,59,0.36
1998,不分男女,新竹縣,胸腺、心臟與中隔,0.2,1,34,34,0.23
1998,不分男女,宜蘭縣,胸腺、心臟與中隔,0.57,3,42,37,0.64
1998,不分男女,苗栗縣,胸腺、心臟與中隔,1.31,8,60.88,66,1.43
1998,不分男女,彰化縣,胸腺、心臟與中隔,1.11,15,59.4,62,1.15
1998,不分男女,南投縣,胸腺、心臟與中隔,0.75,4,56.75,55.5,0.73
1998,不分男女,雲林縣,胸腺、心臟與中隔,0.88,8,54.5,62.5,1.07
1998,不分男女,嘉義縣,胸腺、心臟與中隔,1.14,7,58.29,57,1.24
1998,不分男女,屏東縣,胸腺、心臟與中隔,0.41,4,44.75,42.5,0.44
1998,不分男女,澎湖縣,胸腺、心臟與中隔,0.63,1,76,76,1.12
1998,不分男女,花蓮縣,胸腺、心臟與中隔,1.47,6,49.17,47.5,1.68
1998,不分男女,台東縣,胸腺、心臟與中隔,0.33,1,69,69,0.4
1998,男,台閩地區,胸腺、心臟與中隔,0.68,80,52.03,55,0.71
1998,男,台北市,胸腺、心臟與中隔,0.47,8,54.86,62,0.61
1998,男,台中市,胸腺、心臟與中隔,0.32,4,33.25,36,0.33
1998,男,台南市,胸腺、心臟與中隔,0.61,6,55.33,62.5,0.64
1998,男,高雄市,胸腺、心臟與中隔,0.5,7,48.43,48,0.51
1998,男,基隆市,胸腺、心臟與中隔,1.82,3,56.33,65,1.53
1998,男,新竹市,胸腺、心臟與中隔,1.26,2,47,47,1.1
1998,男,嘉義市,胸腺、心臟與中隔,1.27,2,56.5,56.5,1.51
1998,男,新北市,胸腺、心臟與中隔,0.66,11,54.36,65,0.63
1998,男,桃園市,胸腺、心臟與中隔,0.79,6,55,59,0.7
1998,男,新竹縣,胸腺、心臟與中隔,0.37,1,34,34,0.44
1998,男,宜蘭縣,胸腺、心臟與中隔,1.08,3,42,37,1.24
1998,男,苗栗縣,胸腺、心臟與中隔,1.45,5,57.6,68,1.7
1998,男,彰化縣,胸腺、心臟與中隔,1.03,7,57.14,60,1.04
1998,男,南投縣,胸腺、心臟與中隔,0.33,1,47,47,0.35
1998,男,雲林縣,胸腺、心臟與中隔,1.06,5,55.4,63,1.26
1998,男,嘉義縣,胸腺、心臟與中隔,0.55,2,55.5,55.5,0.67
1998,男,屏東縣,胸腺、心臟與中隔,0.58,3,43.33,36,0.63
1998,男,花蓮縣,胸腺、心臟與中隔,1.23,3,45.33,40,1.58
1998,男,台東縣,胸腺、心臟與中隔,0.6,1,69,69,0.74
1998,女,台閩地區,胸腺、心臟與中隔,0.7,73,54.19,56,0.68
1998,女,台北市,胸腺、心臟與中隔,0.78,11,54.82,55,0.83
1998,女,台中市,胸腺、心臟與中隔,0.44,4,64.75,67.5,0.34
1998,女,台南市,胸腺、心臟與中隔,1.1,10,45.3,45.5,1.13
1998,女,高雄市,胸腺、心臟與中隔,0.42,5,55.6,59,0.38
1998,女,新竹市,胸腺、心臟與中隔,1.12,2,52,52,1.15
1998,女,嘉義市,胸腺、心臟與中隔,2.46,3,44,33,2.3
1998,女,新北市,胸腺、心臟與中隔,0.71,11,47,42,0.64
1998,女,苗栗縣,胸腺、心臟與中隔,1.13,3,66.33,64,1.13
1998,女,彰化縣,胸腺、心臟與中隔,1.19,8,61.38,67,1.28
1998,女,南投縣,胸腺、心臟與中隔,1.17,3,60,59,1.15
1998,女,雲林縣,胸腺、心臟與中隔,0.77,3,53,47,0.85
1998,女,嘉義縣,胸腺、心臟與中隔,1.72,5,59.4,57,1.87
1998,女,屏東縣,胸腺、心臟與中隔,0.21,1,49,49,0.23
1998,女,澎湖縣,胸腺、心臟與中隔,1.21,1,76,76,2.35
1998,女,花蓮縣,胸腺、心臟與中隔,1.75,3,53,55,1.8
1999,不分男女,台閩地區,胸腺、心臟與中隔,0.79,174,50.21,53,0.79
1999,不分男女,台北市,胸腺、心臟與中隔,0.68,18,54.67,56,0.68
1999,不分男女,台中市,胸腺、心臟與中隔,0.51,12,44.58,44,0.5
1999,不分男女,台南市,胸腺、心臟與中隔,1,20,52.8,55,1.09
1999,不分男女,高雄市,胸腺、心臟與中隔,0.91,25,53.04,54,0.92
1999,不分男女,基隆市,胸腺、心臟與中隔,1.02,4,58,63,1.04
1999,不分男女,新竹市,胸腺、心臟與中隔,0.34,1,60,60,0.28
1999,不分男女,新北市,胸腺、心臟與中隔,0.91,30,40.33,47.5,0.85
1999,不分男女,桃園市,胸腺、心臟與中隔,1.27,18,58.72,62.5,1.06
1999,不分男女,宜蘭縣,胸腺、心臟與中隔,1.61,8,41.25,40.5,1.72
1999,不分男女,苗栗縣,胸腺、心臟與中隔,0.31,2,51,51,0.36
1999,不分男女,彰化縣,胸腺、心臟與中隔,0.8,11,54.18,61,0.84
1999,不分男女,南投縣,胸腺、心臟與中隔,0.57,3,49.33,57,0.55
1999,不分男女,雲林縣,胸腺、心臟與中隔,0.32,3,60,68,0.4
1999,不分男女,嘉義縣,胸腺、心臟與中隔,1.34,9,58.56,58,1.6
1999,不分男女,屏東縣,胸腺、心臟與中隔,0.1,1,30,30,0.11
1999,不分男女,澎湖縣,胸腺、心臟與中隔,2.21,2,39.5,39.5,2.25
1999,不分男女,花蓮縣,胸腺、心臟與中隔,1.44,5,34.4,21,1.41
1999,不分男女,台東縣,胸腺、心臟與中隔,0.92,2,56.5,56.5,0.81
1999,男,台閩地區,胸腺、心臟與中隔,1,114,50.8,54.5,1.01
1999,男,台北市,胸腺、心臟與中隔,0.84,11,51.82,51,0.84
1999,男,台中市,胸腺、心臟與中隔,0.91,11,46.27,48,0.9
1999,男,台南市,胸腺、心臟與中隔,1.34,14,51.64,48.5,1.49
1999,男,高雄市,胸腺、心臟與中隔,1.16,17,56.94,64,1.23
1999,男,基隆市,胸腺、心臟與中隔,0.47,1,28,28,0.51
1999,男,新北市,胸腺、心臟與中隔,1.03,17,43.88,50,0.96
1999,男,桃園市,胸腺、心臟與中隔,1.44,11,65.27,67,1.26
1999,男,宜蘭縣,胸腺、心臟與中隔,1.88,5,42.8,39,2.08
1999,男,苗栗縣,胸腺、心臟與中隔,0.27,1,69,69,0.34
1999,男,彰化縣,胸腺、心臟與中隔,1.29,9,52.56,61,1.33
1999,男,南投縣,胸腺、心臟與中隔,0.82,2,35.5,35.5,0.7
1999,男,雲林縣,胸腺、心臟與中隔,0.45,2,56,56,0.51
1999,男,嘉義縣,胸腺、心臟與中隔,1.5,5,61.6,58,1.68
1999,男,屏東縣,胸腺、心臟與中隔,0.19,1,30,30,0.21
1999,男,澎湖縣,胸腺、心臟與中隔,4.29,2,39.5,39.5,4.28
1999,男,花蓮縣,胸腺、心臟與中隔,2.16,4,29.75,20.5,2.12
1999,男,台東縣,胸腺、心臟與中隔,0.97,1,54,54,0.75
1999,女,台閩地區,胸腺、心臟與中隔,0.56,60,49.1,51.5,0.56
1999,女,台北市,胸腺、心臟與中隔,0.52,7,59.14,57,0.53
1999,女,台中市,胸腺、心臟與中隔,0.08,1,26,26,0.08
1999,女,台南市,胸腺、心臟與中隔,0.64,6,55.5,56,0.67
1999,女,高雄市,胸腺、心臟與中隔,0.59,8,44.75,45.5,0.61
1999,女,基隆市,胸腺、心臟與中隔,1.7,3,68,74,1.6
1999,女,新竹市,胸腺、心臟與中隔,0.63,1,60,60,0.56
1999,女,新北市,胸腺、心臟與中隔,0.77,13,35.69,41,0.75
1999,女,桃園市,胸腺、心臟與中隔,0.97,7,48.43,54,0.85
1999,女,宜蘭縣,胸腺、心臟與中隔,1.33,3,38.67,42,1.34
1999,女,苗栗縣,胸腺、心臟與中隔,0.38,1,33,33,0.38
1999,女,彰化縣,胸腺、心臟與中隔,0.29,2,61.5,61.5,0.32
1999,女,南投縣,胸腺、心臟與中隔,0.29,1,77,77,0.38
1999,女,雲林縣,胸腺、心臟與中隔,0.18,1,68,68,0.28
1999,女,嘉義縣,胸腺、心臟與中隔,1.21,4,54.75,58,1.51
1999,女,花蓮縣,胸腺、心臟與中隔,0.67,1,53,53,0.6
1999,女,台東縣,胸腺、心臟與中隔,0.88,1,59,59,0.87
2000,不分男女,台閩地區,胸腺、心臟與中隔,0.83,191,52.19,55,0.86
2000,不分男女,台北市,胸腺、心臟與中隔,1.07,30,51,53.5,1.13
2000,不分男女,台中市,胸腺、心臟與中隔,0.58,14,48.5,41.5,0.57
2000,不分男女,台南市,胸腺、心臟與中隔,0.82,17,59.76,66,0.92
2000,不分男女,高雄市,胸腺、心臟與中隔,1.18,34,53.85,54.5,1.25
2000,不分男女,新竹市,胸腺、心臟與中隔,0.37,1,59,59,0.27
2000,不分男女,嘉義市,胸腺、心臟與中隔,0.86,2,56,56,0.75
2000,不分男女,新北市,胸腺、心臟與中隔,1.01,34,49.09,48.5,0.95
2000,不分男女,桃園市,胸腺、心臟與中隔,0.86,14,39.5,39.5,0.81
2000,不分男女,新竹縣,胸腺、心臟與中隔,0.4,2,83,83,0.45
2000,不分男女,宜蘭縣,胸腺、心臟與中隔,1.22,6,47.17,43,1.29
2000,不分男女,苗栗縣,胸腺、心臟與中隔,0.92,6,59.33,65,1.07
2000,不分男女,彰化縣,胸腺、心臟與中隔,0.29,4,66,66,0.31
2000,不分男女,南投縣,胸腺、心臟與中隔,0.33,2,35.5,35.5,0.37
2000,不分男女,雲林縣,胸腺、心臟與中隔,0.65,5,42.8,45,0.67
2000,不分男女,嘉義縣,胸腺、心臟與中隔,1.63,11,61.45,61,1.96
2000,不分男女,屏東縣,胸腺、心臟與中隔,0.56,6,57,63,0.66
2000,不分男女,澎湖縣,胸腺、心臟與中隔,1.01,1,20,20,1.12
2000,不分男女,花蓮縣,胸腺、心臟與中隔,0.32,1,55,55,0.28
2000,不分男女,台東縣,胸腺、心臟與中隔,0.26,1,72,72,0.41
2000,男,台閩地區,胸腺、心臟與中隔,1.02,121,51.61,53,1.06
2000,男,台北市,胸腺、心臟與中隔,1.13,16,48.75,50.5,1.22
2000,男,台中市,胸腺、心臟與中隔,0.94,12,45.92,37,0.96
2000,男,台南市,胸腺、心臟與中隔,1.38,14,61.36,67,1.49
2000,男,高雄市,胸腺、心臟與中隔,1.63,25,53.04,53,1.79
2000,男,嘉義市,胸腺、心臟與中隔,0.83,1,53,53,0.75
2000,男,新北市,胸腺、心臟與中隔,1.26,21,53.05,59,1.17
2000,男,桃園市,胸腺、心臟與中隔,1.09,9,42.22,41,1.01
2000,男,新竹縣,胸腺、心臟與中隔,0.48,1,88,88,0.43
2000,男,宜蘭縣,胸腺、心臟與中隔,1.16,3,44.33,31,1.25
2000,男,苗栗縣,胸腺、心臟與中隔,1.54,5,56.6,59,1.7
2000,男,南投縣,胸腺、心臟與中隔,0.63,2,35.5,35.5,0.71
2000,男,雲林縣,胸腺、心臟與中隔,0.58,2,28.5,28.5,0.51
2000,男,嘉義縣,胸腺、心臟與中隔,1.63,6,58.5,62.5,2.02
2000,男,屏東縣,胸腺、心臟與中隔,0.38,2,36,36,0.42
2000,男,花蓮縣,胸腺、心臟與中隔,0.66,1,55,55,0.53
2000,男,台東縣,胸腺、心臟與中隔,0.45,1,72,72,0.76
2000,女,台閩地區,胸腺、心臟與中隔,0.64,70,53.19,57,0.64
2000,女,台北市,胸腺、心臟與中隔,1.03,14,53.57,56,1.05
2000,女,台中市,胸腺、心臟與中隔,0.21,2,64,64,0.16
2000,女,台南市,胸腺、心臟與中隔,0.27,3,52.33,45,0.33
2000,女,高雄市,胸腺、心臟與中隔,0.67,9,56.11,58,0.68
2000,女,新竹市,胸腺、心臟與中隔,0.69,1,59,59,0.55
2000,女,嘉義市,胸腺、心臟與中隔,0.87,1,59,59,0.76
2000,女,新北市,胸腺、心臟與中隔,0.72,13,42.69,39,0.74
2000,女,桃園市,胸腺、心臟與中隔,0.66,5,34.6,36,0.59
2000,女,新竹縣,胸腺、心臟與中隔,0.39,1,78,78,0.48
2000,女,宜蘭縣,胸腺、心臟與中隔,1.31,3,50,50,1.34
2000,女,苗栗縣,胸腺、心臟與中隔,0.25,1,73,73,0.38
2000,女,彰化縣,胸腺、心臟與中隔,0.57,4,66,66,0.63
2000,女,雲林縣,胸腺、心臟與中隔,0.75,3,52.33,45,0.86
2000,女,嘉義縣,胸腺、心臟與中隔,1.54,5,65,61,1.88
2000,女,屏東縣,胸腺、心臟與中隔,0.75,4,67.5,67,0.92
2000,女,澎湖縣,胸腺、心臟與中隔,2.14,1,20,20,2.35
2001,不分男女,台閩地區,胸腺、心臟與中隔,0.8,188,55.12,58,0.84
2001,不分男女,台北市,胸腺、心臟與中隔,0.91,27,55.56,56,1.03
2001,不分男女,台中市,胸腺、心臟與中隔,0.55,14,55.36,57.5,0.56
2001,不分男女,台南市,胸腺、心臟與中隔,1.22,25,60.44,64,1.35
2001,不分男女,高雄市,胸腺、心臟與中隔,0.75,21,51.62,53,0.77
2001,不分男女,基隆市,胸腺、心臟與中隔,0.87,4,67.25,71.5,1.02
2001,不分男女,新竹市,胸腺、心臟與中隔,1.03,4,48.25,49.5,1.07
2001,不分男女,嘉義市,胸腺、心臟與中隔,1.93,5,58.2,57,1.87
2001,不分男女,新北市,胸腺、心臟與中隔,0.92,32,49.03,47.5,0.89
2001,不分男女,桃園市,胸腺、心臟與中隔,0.84,14,58.36,63.5,0.79
2001,不分男女,新竹縣,胸腺、心臟與中隔,0.74,4,53.75,53.5,0.9
2001,不分男女,宜蘭縣,胸腺、心臟與中隔,0.89,5,68.6,65,1.07
2001,不分男女,苗栗縣,胸腺、心臟與中隔,0.12,1,73,73,0.18
2001,不分男女,彰化縣,胸腺、心臟與中隔,0.49,7,49.57,52,0.53
2001,不分男女,南投縣,胸腺、心臟與中隔,0.45,3,62,77,0.55
2001,不分男女,雲林縣,胸腺、心臟與中隔,0.53,5,62,62,0.67
2001,不分男女,嘉義縣,胸腺、心臟與中隔,1.55,10,49.2,45,1.78
2001,不分男女,屏東縣,胸腺、心臟與中隔,0.38,4,51.5,46,0.44
2001,不分男女,澎湖縣,胸腺、心臟與中隔,1.25,1,55,55,1.08
2001,不分男女,花蓮縣,胸腺、心臟與中隔,0.27,1,63,63,0.28
2001,不分男女,台東縣,胸腺、心臟與中隔,0.37,1,63,63,0.41
2001,男,台閩地區,胸腺、心臟與中隔,1.02,122,54.23,57,1.07
2001,男,台北市,胸腺、心臟與中隔,1,14,55.79,60.5,1.08
2001,男,台中市,胸腺、心臟與中隔,0.59,8,55.5,54,0.64
2001,男,台南市,胸腺、心臟與中隔,1.64,17,62.35,65,1.8
2001,男,高雄市,胸腺、心臟與中隔,1.01,15,53.6,53,1.07
2001,男,基隆市,胸腺、心臟與中隔,0.85,2,63,63,1
2001,男,新竹市,胸腺、心臟與中隔,1.64,3,39.67,36,1.58
2001,男,嘉義市,胸腺、心臟與中隔,3.31,4,53,54.5,2.97
2001,男,新北市,胸腺、心臟與中隔,1.05,19,45.95,46,1.04
2001,男,桃園市,胸腺、心臟與中隔,1.34,12,57.75,63.5,1.33
2001,男,新竹縣,胸腺、心臟與中隔,1.07,3,48,39,1.29
2001,男,宜蘭縣,胸腺、心臟與中隔,1.81,5,68.6,65,2.08
2001,男,苗栗縣,胸腺、心臟與中隔,0.23,1,73,73,0.34
2001,男,彰化縣,胸腺、心臟與中隔,0.55,4,44.25,46.5,0.59
2001,男,南投縣,胸腺、心臟與中隔,0.87,3,62,77,1.06
2001,男,雲林縣,胸腺、心臟與中隔,0.87,4,62.5,63,1.02
2001,男,嘉義縣,胸腺、心臟與中隔,1.26,4,31.25,40,1.35
2001,男,屏東縣,胸腺、心臟與中隔,0.74,4,51.5,46,0.84
2001,女,台閩地區,胸腺、心臟與中隔,0.57,66,56.76,58.5,0.6
2001,女,台北市,胸腺、心臟與中隔,0.83,13,55.31,54,0.97
2001,女,台中市,胸腺、心臟與中隔,0.52,6,55.17,57.5,0.49
2001,女,台南市,胸腺、心臟與中隔,0.8,8,56.38,60,0.89
2001,女,高雄市,胸腺、心臟與中隔,0.46,6,46.67,52,0.45
2001,女,基隆市,胸腺、心臟與中隔,0.93,2,71.5,71.5,1.05
2001,女,新竹市,胸腺、心臟與中隔,0.53,1,74,74,0.55
2001,女,嘉義市,胸腺、心臟與中隔,0.69,1,79,79,0.75
2001,女,新北市,胸腺、心臟與中隔,0.79,13,53.54,56,0.73
2001,女,桃園市,胸腺、心臟與中隔,0.25,2,62,62,0.23
2001,女,新竹縣,胸腺、心臟與中隔,0.38,1,71,71,0.47
2001,女,彰化縣,胸腺、心臟與中隔,0.44,3,56.67,52,0.47
2001,女,雲林縣,胸腺、心臟與中隔,0.2,1,60,60,0.28
2001,女,嘉義縣,胸腺、心臟與中隔,1.72,6,61.17,62.5,2.25
2001,女,澎湖縣,胸腺、心臟與中隔,2.48,1,55,55,2.26
2001,女,花蓮縣,胸腺、心臟與中隔,0.53,1,63,63,0.6
2001,女,台東縣,胸腺、心臟與中隔,0.72,1,63,63,0.88
2002,不分男女,台閩地區,胸腺、心臟與中隔,0.75,179,49.05,49,0.79
2002,不分男女,台北市,胸腺、心臟與中隔,0.76,20,50.45,59.5,0.76
2002,不分男女,台中市,胸腺、心臟與中隔,0.71,18,44.11,38,0.72
2002,不分男女,台南市,胸腺、心臟與中隔,1.16,25,54,49,1.35
2002,不分男女,高雄市,胸腺、心臟與中隔,0.74,21,52.86,50,0.77
2002,不分男女,基隆市,胸腺、心臟與中隔,1.64,7,63,64,1.79
2002,不分男女,新竹市,胸腺、心臟與中隔,0.93,3,60.67,59,0.79
2002,不分男女,嘉義市,胸腺、心臟與中隔,0.62,2,57,57,0.75
2002,不分男女,新北市,胸腺、心臟與中隔,0.73,27,41.44,43,0.74
2002,不分男女,桃園市,胸腺、心臟與中隔,0.54,11,43.64,46,0.61
2002,不分男女,新竹縣,胸腺、心臟與中隔,0.21,1,48,48,0.22
